"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",5.10525245819629,5.17362277730866,0.254303903269512,0.52191024478447,0.875098000826156,1.20685107740434,1.38743268837921,1.36625486027812,1.21287215102001,1.04786718603323,0.943796997329933,0.89622242465379,0.865847796906703,0.825565841629363,0.772650826849336,0.71614203762306,0.663319643590876,0.615679508292419,0.571508257036559,0.529132128913629,0.488067710061882,0.448563069561135,0.41090557568938,0.375165750615081,0.341278277899512,0.309169321649069,0.278801111328006,0.250157972978258,0.223226543487189,0.197989777205336,0.174429286391817,0.152527955639217,0.132270459130826,0.113642564406488,0.0966300688387605,0.0812173912808831,0.0673855306487589,0.0551092412009277,0.044353535889561,0.0350698869604902,0.0271927248507782,0.0206369926095527,0.0152975056274188,0.011050630653909,0.00775839177521063,0.00527477823782653,0.00345392338748082,0.00215938380369413,0.00127216117656123,0.000693750228078793
"2",0.00803007141398116,0.00813761135437875,0.000399995596854345,0.000820914650475165,0.00137644504329741,0.00189826074556573,0.00218229826262366,0.00214898757457497,0.00190773131563422,0.00164819436553137,0.0014845019616401,0.00140967173155702,0.00136189536163615,0.00129853571777515,0.00121530548557119,0.00112642259158696,0.00104333804291691,0.000968404689130624,0.000898927556523792,0.000832273980062783,0.000767683596207473,0.0007055465937767,0.000646314975450701,0.000590099665822074,0.000536797928410737,0.000486293626452956,0.000438527350526399,0.000393474447001568,0.000351113896986713,0.000311418889313611,0.00027436050183323,0.000239911813654793,0.000208048718741692,0.000178748830802084,0.000151989810468121,0.000127747150093565,0.000105990962799463,8.66815394610496e-05,6.97638488149487e-05,5.51615613682068e-05,4.27715425006889e-05,3.24600058041123e-05,2.40615059979525e-05,1.73815798625108e-05,1.22032045472236e-05,8.29671917098996e-06,5.43268950693375e-06,3.39650316920556e-06,2.00098725411322e-06,1.0912024274127e-06
"3",0.00223269468356993,0.00226259527110133,0.000111215454571569,0.000228248502571147,0.000382709115767711,0.000527795639186334,0.00060676991246185,0.000597508152226085,0.000530428852560439,0.000458266758500393,0.000412753444724317,0.000391947520559568,0.000378663697586727,0.0003610470746816,0.000337905599671737,0.000313192448987499,0.000290091480074639,0.000269256883220442,0.000249939343362593,0.000231406869847313,0.000213448049905512,0.000196171372298559,0.00017970251261875,0.000164072312528057,0.000149252207001209,0.000135209905175322,0.00012192888875379,0.000109402302999628,9.76243037845037e-05,8.65874364857028e-05,7.62836595398265e-05,6.67054878167157e-05,5.78462188330424e-05,4.96996282662313e-05,4.22595048405346e-05,3.55190344084008e-05,2.94699071712857e-05,2.410108233675e-05,1.93972589189327e-05,1.5337214136076e-05,1.18922722633706e-05,9.0252351008121e-06,6.69010196183053e-06,4.83280396280236e-06,3.39299970205302e-06,2.30683387844967e-06,1.51051421018478e-06,9.4436950528364e-07,5.56357891957381e-07,3.03399774769257e-07
"4",0.000528107965665798,0.000535180468041345,2.63062244455552e-05,5.39885069132595e-05,9.05236770872223e-05,0.000124841557311499,0.000143521649626128,0.000141330929420366,0.000125464401522306,0.000108395620478182,9.76301791816768e-05,9.2708872938911e-05,8.95667985755527e-05,8.53998701760759e-05,7.99261269993225e-05,7.40806292565782e-05,6.86164671446443e-05,6.36883788390171e-05,5.91191259308296e-05,5.47355678210117e-05,5.04876982242345e-05,4.64011784095847e-05,4.2505734914179e-05,3.88086628363943e-05,3.53032055795954e-05,3.19817252602726e-05,2.88403147414216e-05,2.5877352645417e-05,2.30914566378324e-05,2.04808634477356e-05,1.80436709728289e-05,1.57781087261352e-05,1.36825913431794e-05,1.17556465607106e-05,9.99580520149506e-06,8.40145548868393e-06,6.97063187327653e-06,5.70072283365398e-06,4.58810916806191e-06,3.62777096930824e-06,2.81292545656556e-06,2.1347739947696e-06,1.58243586243951e-06,1.14312193603484e-06,8.02559428900865e-07,5.45644398063907e-07,3.57287806756664e-07,2.23375395633909e-07,1.31597498155874e-07,7.1764329899626e-08
"5",0.000106702754323223,0.000108131733873791,5.3150999164477e-06,1.0908228551676e-05,1.82900586710431e-05,2.52238914865514e-05,2.89981524910603e-05,2.85555235304998e-05,2.53497354372739e-05,2.19010354199358e-05,1.97259077708121e-05,1.87315714511371e-05,1.80967240133863e-05,1.72548076512059e-05,1.61488529764242e-05,1.49677863194298e-05,1.38637674723047e-05,1.28680608555799e-05,1.19448559387817e-05,1.10591701425756e-05,1.0200899835271e-05,9.37522980533718e-06,8.58816621740919e-06,7.84118302594421e-06,7.13291507927311e-06,6.46181916415032e-06,5.82710585434679e-06,5.22844755499618e-06,4.66556496924957e-06,4.13810183309028e-06,3.6456738320081e-06,3.18792324400447e-06,2.76452975057044e-06,2.3751958849868e-06,2.01962480405548e-06,1.69749085272053e-06,1.40839689724079e-06,1.15181528689365e-06,9.27014771971171e-07,7.329810941045e-07,5.68343811180833e-07,4.31325183312339e-07,3.19726790807382e-07,2.30964626614631e-07,1.62154913652615e-07,1.10245942003648e-07,7.21890135078275e-08,4.51323810882662e-08,2.65889106549912e-08,1.4499784438579e-08
"6",1.85748477557544e-05,1.88236049482584e-05,9.25254201551117e-07,1.89890772658579e-06,3.18393894715519e-06,4.39098266152618e-06,5.04800715910259e-06,4.97095417572979e-06,4.41288961454234e-06,3.81253887211187e-06,3.43389199286247e-06,3.26079762549466e-06,3.15028319145643e-06,3.0037221364043e-06,2.81119721200914e-06,2.60559677102508e-06,2.41340883609406e-06,2.24007592700124e-06,2.07936413576719e-06,1.92518368439734e-06,1.77577572963006e-06,1.63204284101079e-06,1.49503057349635e-06,1.36499551352462e-06,1.24170001507999e-06,1.12487543513378e-06,1.01438435012918e-06,9.10169732252762e-07,8.1218296142455e-07,7.20362019096736e-07,6.34640003683109e-07,5.54954642829926e-07,4.8125017539424e-07,4.13474818279568e-07,3.51576896932183e-07,2.95499721221414e-07,2.4517415798545e-07,2.00508353626853e-07,1.61375011975227e-07,1.27597570626854e-07,9.89374626041078e-08,7.50852184094542e-08,5.56581364778369e-08,4.02063920799625e-08,2.82279764289952e-08,1.91916469391625e-08,1.25666853123974e-08,7.85665855475276e-09,4.62860561135794e-09,2.5241268620115e-09
"7",2.83774945122218e-06,2.87575302443031e-06,1.41354569211976e-07,2.90103285361842e-07,4.86422344819246e-07,6.70826959225645e-07,7.71203066311603e-07,7.59431391832418e-07,6.7417376694741e-07,5.82455922888897e-07,5.24608613025262e-07,4.98164334586669e-07,4.81280628261433e-07,4.5888994387933e-07,4.29477186061181e-07,3.98066832326637e-07,3.6870555765815e-07,3.42224836301794e-07,3.17672290656402e-07,2.94117562401445e-07,2.71291946427407e-07,2.49333331683146e-07,2.28401451537353e-07,2.08535505666539e-07,1.8969918799384e-07,1.71851456911957e-07,1.54971317706531e-07,1.39050058023715e-07,1.24080249990771e-07,1.10052418800568e-07,9.69563436458024e-08,8.47825109444544e-08,7.35224018566992e-08,6.3168105283853e-08,5.37117267097179e-08,4.51446053695161e-08,3.7456179529737e-08,3.06324163703465e-08,2.46538683759497e-08,1.9493561443133e-08,1.51150487961951e-08,1.1471051614424e-08,8.50310313833396e-09,6.14248194982869e-09,4.31249427579712e-09,2.9319801855596e-09,1.91985984584395e-09,1.20029131841916e-09,7.07129512245169e-10,3.85620367481574e-10
"8",3.95301678950828e-07,4.00595619291062e-07,1.9690849913758e-08,4.04117127829227e-08,6.77591777890864e-08,9.34469472465818e-08,1.07429451459749e-07,1.05789644011745e-07,9.39131613131442e-08,8.11367628434113e-08,7.30785677472814e-08,6.93948501234733e-08,6.70429309100262e-08,6.39238834813353e-08,5.98266533530446e-08,5.54511558748028e-08,5.13610974069593e-08,4.76723032438636e-08,4.42521061182998e-08,4.09709060735232e-08,3.77912721866281e-08,3.47324125427288e-08,3.18165781791046e-08,2.90492296546262e-08,2.64253094920967e-08,2.3939100549622e-08,2.15876782399622e-08,1.93698289224621e-08,1.72845178861247e-08,1.53304252796974e-08,1.35061273332683e-08,1.18102987941995e-08,1.02417529785561e-08,8.79938786142493e-09,7.48210372785202e-09,6.28869412359725e-09,5.2176877873456e-09,4.26712993153908e-09,3.43431149548748e-09,2.71547495635416e-09,2.10554323743635e-09,1.59793034602137e-09,1.18449179698645e-09,8.55654619771548e-10,6.0073528582808e-10,4.08428125852723e-10,2.67438628200785e-10,1.67201925877158e-10,9.85039335681328e-11,5.37173493725631e-11
"9",5.38023737153978e-08,5.45229033052753e-08,2.68001509289212e-09,5.5002196787952e-09,9.2223352446474e-09,1.27185586250674e-08,1.4621641655604e-08,1.43984563319975e-08,1.27820125003637e-08,1.10430859998999e-08,9.94632864439297e-09,9.44495776030226e-09,9.12485075542903e-09,8.70033407783771e-09,8.1426822430533e-09,7.54715694414753e-09,6.99048120528199e-09,6.48841938088295e-09,6.02291484667934e-09,5.57632845344013e-09,5.14356568067652e-09,4.72724083697533e-09,4.33038239068622e-09,3.95373354894613e-09,3.59660596588483e-09,3.25822151223765e-09,2.93818213825164e-09,2.63632266186064e-09,2.3525022541466e-09,2.08654127729334e-09,1.83824594967795e-09,1.6074358983309e-09,1.39394961011943e-09,1.19763709439243e-09,1.0183486748948e-09,8.55920147664471e-10,7.10151267280489e-10,5.80775978179904e-10,4.67425564762878e-10,3.69588610916939e-10,2.86574103189101e-10,2.17485657728539e-10,1.61214772710883e-10,1.16458522884194e-10,8.17628309546572e-11,5.55889434148879e-11,3.63996253660784e-11,2.27569498967297e-11,1.34068376849182e-11,7.31117791761957e-12
"10",7.81489327160998e-09,7.91955151352539e-09,3.89277098219587e-10,7.98916976926835e-10,1.3395610764902e-09,1.84739392260625e-09,2.12382021653386e-09,2.09140213972184e-09,1.85661071415031e-09,1.60402845671714e-09,1.44472244312973e-09,1.37189740441698e-09,1.32540127597826e-09,1.26373945144718e-09,1.18273950161949e-09,1.09623836179784e-09,1.01538019168919e-09,9.42454792631839e-10,8.74839406896347e-10,8.0997191576707e-10,7.47112330817088e-10,6.86640385154339e-10,6.28995969350454e-10,5.74287035602575e-10,5.2241360041298e-10,4.73262639081548e-10,4.26776334153004e-10,3.82930692629856e-10,3.41705258853961e-10,3.03073940103679e-10,2.67008589243548e-10,2.33483006769557e-10,2.02473732603512e-10,1.73958980328769e-10,1.47917009195279e-10,1.24323968276964e-10,1.03150771559867e-10,8.43587739864329e-11,6.78944189408224e-11,5.36834222965121e-11,4.16254130845017e-11,3.1590189909558e-11,2.34167408524922e-11,1.69158136353538e-11,1.18762008694138e-11,8.07439579091633e-12,5.28711221678088e-12,3.30548863087469e-12,1.94736771599818e-12,1.06196197621661e-12
"11",1.27410366800335e-09,1.29116665853651e-09,6.34659184039113e-11,1.3025168935198e-10,2.18395776084485e-10,3.01190469432323e-10,3.46257720229617e-10,3.40972428525654e-10,3.02693132041443e-10,2.61513301494394e-10,2.35540793720799e-10,2.23667739832337e-10,2.16087228399515e-10,2.06034172768386e-10,1.92828319585661e-10,1.78725578101832e-10,1.65542840021745e-10,1.53653423851837e-10,1.42629727432077e-10,1.32054034903783e-10,1.21805702012931e-10,1.11946638670363e-10,1.02548562578595e-10,9.36290737592208e-11,8.51718713701495e-11,7.7158528392611e-11,6.95796185389672e-11,6.24312301030629e-11,5.57100280900154e-11,4.94117584644596e-11,4.35318322490049e-11,3.80659779989877e-11,3.30103708929242e-11,2.83614589752861e-11,2.41156977358135e-11,2.02691986310107e-11,1.68172196131255e-11,1.3753460172622e-11,1.1069188689206e-11,8.75229422613312e-12,6.78641276980511e-12,5.15031689337431e-12,3.81775596619217e-12,2.75787518152825e-12,1.9362402740207e-12,1.31641174569718e-12,8.61986061027553e-13,5.38911414752201e-13,3.17489729375846e-13,1.73137316422867e-13
"12",2.28201118043386e-10,2.31257222200856e-10,1.13672018228464e-11,2.33290130808129e-11,3.91162520994339e-11,5.39453763414546e-11,6.20172446496285e-11,6.1070610944445e-11,5.42145140074505e-11,4.68389105870473e-11,4.21870479002275e-11,4.00604986719514e-11,3.8702774628176e-11,3.69022001597175e-11,3.45369370051603e-11,3.20110347140775e-11,2.96499116404242e-11,2.75204318100208e-11,2.55460086048021e-11,2.36518261142816e-11,2.18162760860502e-11,2.00504470298006e-11,1.83671841011574e-11,1.67696395903985e-11,1.52548938996262e-11,1.38196466174289e-11,1.24622094279874e-11,1.11818817166339e-11,9.97806616183179e-12,8.85000083529295e-12,7.79686381820694e-12,6.81789006415538e-12,5.91239452013913e-12,5.07974100541159e-12,4.31929467272717e-12,3.63035905601675e-12,3.01208482046872e-12,2.46334349957249e-12,1.98257119741954e-12,1.56759875825348e-12,1.21549526970624e-12,9.22458747165831e-13,6.8378751414094e-13,4.93955253135022e-13,3.46794539901596e-13,2.35778798631285e-13,1.54387894646408e-13,9.65229050517671e-14,5.68646908649115e-14,3.10101369103239e-14
"13",4.29520290993319e-11,4.3527249220196e-11,2.13953545740319e-12,4.39098834088649e-12,7.36246348325192e-12,1.01536022008098e-11,1.16728897723665e-11,1.14947143155586e-11,1.02042593095948e-11,8.81602275994709e-12,7.94044886616629e-12,7.54018963379605e-12,7.28463872704712e-12,6.94573448491261e-12,6.50054450200112e-12,6.02511901049221e-12,5.58070827387443e-12,5.17989744338351e-12,4.80827138084676e-12,4.4517482307857e-12,4.10626088654366e-12,3.77389642812739e-12,3.4570725715538e-12,3.15638264110153e-12,2.87127710986671e-12,2.6011347742014e-12,2.34563785919364e-12,2.10465449510566e-12,1.87807225403942e-12,1.66574772580363e-12,1.46752620878695e-12,1.28326370590337e-12,1.11283127643338e-12,9.56109178395991e-13,8.12977920801838e-13,6.83306414762652e-13,5.66934798425621e-13,4.63650671751626e-13,3.73159678152284e-13,2.95053538991772e-13,2.28780597755866e-13,1.73625244656633e-13,1.2870252984281e-13,9.29722894801491e-14,6.52736905807396e-14,4.43783006264285e-14,2.90588994492847e-14,1.81675473901374e-14,1.07030757679716e-14,5.83672996156517e-15
"14",8.32848080989869e-12,8.44001709441287e-12,4.14860028099522e-13,8.51421059735938e-13,1.42759578813e-12,1.96880293792929e-12,2.26339571153645e-12,2.22884714878084e-12,1.97862544846599e-12,1.70944371931876e-12,1.53966826225857e-12,1.46205722953946e-12,1.4125054186602e-12,1.34679123620602e-12,1.2604680447949e-12,1.16828213028522e-12,1.08211003622478e-12,1.0043920475723e-12,9.32333041392687e-13,8.63202518904417e-13,7.96211860327418e-13,7.31765754477314e-13,6.70333001126151e-13,6.12028646989353e-13,5.56746137746452e-13,5.04365020818853e-13,4.54823679041741e-13,4.08096542620081e-13,3.64161811568846e-13,3.22991678376928e-13,2.84556146105227e-13,2.48827293442626e-13,2.15780118536348e-13,1.85391403186651e-13,1.57637977861557e-13,1.32494424174246e-13,1.09929744604895e-13,8.99027543786078e-14,7.23563771884205e-14,5.72114470239053e-14,4.4360996629063e-14,3.36662678937146e-14,2.4955667344664e-14,1.80275052197665e-14,1.2656693776579e-14,8.60503759411156e-15,5.63457632840697e-15,3.52272227819006e-15,2.07534691630738e-15,1.13175313243146e-15
