"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"38",8.85581892435922e-08,1.3891782834812e-07,3.40748488408388e-07,1.11196919024193e-06,3.84466336916935e-06,1.35496344874246e-05,4.5417393799725e-05,0.0001445881360193,0.000436480451463735,0.00124709660647821,0.00336471937017964,0.00854873326214148,0.0203842608526261,0.0454376565516419,0.0942732848732091,0.181289412509324,0.32201356329965,0.527359167316499,0.796639544238821,1.11320199121415,1.44587995337167,1.75603916673425,2.00686149933146,2.17109263501957,2.23518942013315,2.19972829137435,2.07703387494439,1.88728907873126,1.65426149670083,1.40148859471387,1.14943046562687,0.913785344846128,0.704909688914075,0.528116038736897,0.384543759921012,0.272297710924413,0.187603868051666,0.125811400102574,0.0821536016087751,0.0522490038363712,0.0323710043644255,0.0195388592087312,0.0114889673108309,0.00657920939785487,0.0036667998689128,0.0019864802587115,0.00104395441163973,0.000530592489597611,0.000259732388937454,0.000121822809895647
"39",9.43979875123233e-08,1.48078495480233e-07,3.63218487509279e-07,1.18529584481246e-06,4.09819224864284e-06,1.44431388905459e-05,4.84123558687028e-05,0.000154122720608446,0.000465263309453091,0.00132933397679547,0.00358659927220308,0.00911246291978813,0.0217284614539854,0.0484339548085496,0.100489954054145,0.193244191692976,0.343248124050352,0.562134846207395,0.849172396039256,1.18660994045709,1.54122570649301,1.87183776845939,2.13920009398296,2.31426113382849,2.3825846572927,2.34478511307959,2.21399985099469,2.01174270169609,1.76334856710026,1.49390704566643,1.22522743144706,0.974043149577725,0.751393593068992,0.56294162804769,0.409901753378411,0.290253856080699,0.199975041776118,0.134107789208778,0.0875710617504374,0.0556944631976424,0.0345056475505512,0.0208273114360715,0.0122465850081253,0.00701306261887691,0.00390859988435079,0.00211747485192504,0.00111279596336747,0.000565581383663984,0.00027685993827203,0.000129856179145821
"40",1.00306965965555e-07,1.57347682909313e-07,3.85954673661843e-07,1.25949115121968e-06,4.35472451519427e-06,1.53472280427657e-05,5.14427972503158e-05,0.000163770255044599,0.000494387138711406,0.00141254555823949,0.00381110763703508,0.00968287070567306,0.0230885859008832,0.0514657482070173,0.106780267957232,0.205340591150399,0.36473423644084,0.597322489308541,0.90232756940161,1.26088750458033,1.63770095698545,1.98900815877441,2.27310641545879,2.45912565409338,2.53172598725065,2.49156032593925,2.35258837136201,2.13767064349904,1.87372791906655,1.58742031619904,1.30192231322919,1.03501478822226,0.798428160948537,0.598179772824098,0.435560146025167,0.308422715679791,0.212492768521986,0.142502460088194,0.0930526989192634,0.0591807386116834,0.0366655784268782,0.0221310270952472,0.0130131776955937,0.0074520554088524,0.00415326434285861,0.00225002125047671,0.0011824530349181,0.000600984767758194,0.000294190386228866,0.000137984714348878
"41",1.06269512762603e-07,1.66700900940811e-07,4.08896976632492e-07,1.33435908145092e-06,4.6135823966999e-06,1.62595132916425e-05,5.45007113545209e-05,0.000173505250019956,0.000523774992506505,0.00149651150131126,0.00403765130143237,0.0102584495715733,0.0244610406709634,0.0545250265849003,0.113127607232901,0.217546651539947,0.386415133000019,0.632829128963605,0.955964625482758,1.33583843824186,1.73505081201895,2.10724076717049,2.40822667601476,2.60530345591613,2.68221937054638,2.63966614190207,2.49243327767943,2.26474019570658,1.9851079243815,1.68178133919292,1.37931247894726,1.09653917041254,0.845889124680327,0.633737371981632,0.461451147000077,0.326756286611894,0.225123975778138,0.150973233566301,0.098584030333358,0.0626986191502817,0.0388450903392034,0.0234465616989703,0.0137867199938916,0.00789502792508562,0.0044001468277033,0.00238376925961227,0.00125274158854091,0.000636709104224539,0.000311677944827078,0.000146186939475148
"42",1.12260961834113e-07,1.76099456859599e-07,4.31950487910565e-07,1.40958991926872e-06,4.8736950409424e-06,1.71762206640762e-05,5.7573448096724e-05,0.000183287433471351,0.000553305298150643,0.00158088445279985,0.00426529309174611,0.0108368184429733,0.0258401481459699,0.0575991342138299,0.119505713988993,0.229811878409773,0.408201123446802,0.668507880080338,1.0098616766581,1.41115268183279,1.8328725513537,2.22604648491303,2.54400190549404,2.75218982592162,2.83344224095839,2.78848987171746,2.63295605471251,2.39242569261,2.09702782239545,1.77659975871179,1.45707777829301,1.15836177996114,0.893580146111732,0.669467329617014,0.487467649516815,0.345178725928091,0.237816410330499,0.159485067455051,0.104142173790042,0.0662335519238241,0.0410351670074333,0.0247684730982934,0.0145640118865448,0.00834014766358455,0.0046482260269017,0.00251816558595192,0.00132337085212164,0.000672606607395086,0.000329250270930764,0.000154428923276672
"43",1.18239294173134e-07,1.85477437064182e-07,4.54953529471418e-07,1.48465605856987e-06,5.13323823563589e-06,1.80909211421457e-05,6.06394578743187e-05,0.000193048201355,0.000582770954806724,0.00166507269147176,0.00449243651907098,0.0114139211248963,0.0272162364208451,0.0606665118769482,0.125869857525317,0.242050253728687,0.42993941908632,0.704108521773397,1.06364073414047,1.48630204431164,1.93048013521934,2.34459210817773,2.67947989012612,2.89875462610339,2.98433404789747,2.93698779035951,2.77317119336746,2.51983165504928,2.20870270065793,1.87121059775571,1.53467283057227,1.22004904485079,0.94116676035169,0.705119065725255,0.513427195611201,0.363560834064731,0.250481058070908,0.167978266878786,0.109688149125127,0.0697607458737523,0.0432204490676401,0.0260874905135414,0.01533960209907,0.00878429292721674,0.00489576212067548,0.00265226768619716,0.00139384549114573,0.000708425522240755,0.00034678412695852,0.00016265286338035
"44",1.24130281665654e-07,1.94718402764552e-07,4.77620491165808e-07,1.55862546385847e-06,5.38898944299662e-06,1.89922576303397e-05,6.36606725254123e-05,0.000202666362116097,0.000611806111264472,0.00174803092010627,0.00471626132731144,0.0119825922004266,0.0285722197212352,0.063689074428435,0.132141019422488,0.254109823495648,0.451360113095795,0.739189029688732,1.1166340668999,1.56035345686766,2.02666164924702,2.46140575190697,2.81297850942674,3.04317807996177,3.13302128992316,3.08331611936119,2.91133775575259,2.64537618630651,2.31874598259109,1.96443915011082,1.61113420082346,1.28083504424075,0.988058122926042,0.740249921554307,0.539007466610084,0.381674375262884,0.262960672318676,0.176347378654345,0.115153096451586,0.0732364066875712,0.0453738036411694,0.0273872367730336,0.0161038607555328,0.00922194912371853,0.00513968165369489,0.00278441052310656,0.00146329047906,0.000743721114286422,0.000364061809211307,0.000170756649778071
"45",1.29803006748115e-07,2.03616988609659e-07,4.99447636837089e-07,1.62985428606324e-06,5.63526501066787e-06,1.9860199399153e-05,6.65699504949404e-05,0.000211928167860191,0.000639765508652458,0.00182791552773257,0.00493179337612239,0.0125301938848515,0.0298779635357123,0.066599650358344,0.138179833362498,0.265722583493455,0.471987165579872,0.772969796904658,1.16766398477517,1.63166124795218,2.11927961657195,2.57389142389283,2.94153097489064,3.1822506124087,3.2761996362279,3.22422295089942,3.04438521596101,2.76626926447598,2.42471213620643,2.05421356365655,1.68476266012913,1.3393689086972,1.03321214998246,0.774079171282437,0.563639982821626,0.39911680569028,0.274977914054909,0.184406412958425,0.120415566251851,0.0765832934874005,0.0474473759439793,0.0286388271416121,0.0168398034570762,0.00964339005981662,0.00537456391321726,0.00291165743822143,0.00153016251457062,0.000777708996717333,0.000380699349455046,0.000178560189069169
"46",1.3503443280851e-07,2.11823325637111e-07,5.1957678059585e-07,1.6955419954651e-06,5.86238203185712e-06,2.06606212638251e-05,6.9252906634271e-05,0.000220469468774946,0.000665549857092097,0.00190158566194246,0.0051305585129146,0.0130351959219632,0.0310821294559637,0.0692838034856589,0.143748869083499,0.276431950579385,0.491009575153003,0.804122652610629,1.21472412577477,1.6974217829977,2.20469254261389,2.67762648372629,3.06008294209863,3.31050425769419,3.40823969127283,3.35416819941427,3.16708249821708,2.87775769207714,2.52243485138915,2.13700414485921,1.75266333135844,1.39334924080952,1.07485350408316,0.805276737894387,0.586356258574278,0.415202334914432,0.28606029698007,0.1918385097844,0.12526865207127,0.079669815497775,0.0493596385735527,0.0297930523818525,0.0175184948746658,0.0100320457877026,0.00559117394732396,0.00302900541792433,0.00159183236533839,0.00080905285549809,0.000396042603419719,0.000185756666638122
"47",1.39467488829667e-07,2.18777290263814e-07,5.36634007613943e-07,1.75120507706431e-06,6.05483863291905e-06,2.13388904251755e-05,7.15264157560007e-05,0.000227707278315126,0.000687399245725786,0.00196401296728298,0.00529899002208257,0.0134631293946855,0.0321025271298708,0.0715583269225541,0.148468012018908,0.285506956838671,0.507128967135527,0.830521258453333,1.25460239969211,1.75314657628975,2.27707056759287,2.76553049427542,3.16054264581694,3.419185062489,3.52012906030785,3.46428245118793,3.27105489878349,2.97223182581447,2.60524406362753,2.20716002210159,1.81020165378884,1.43909161268519,1.11013995435393,0.831713231293692,0.605605794330113,0.42883304504154,0.295451392981043,0.198136391318776,0.12938110650809,0.0822853021403396,0.0509800700326233,0.0307711308430501,0.018093610921518,0.0103613886083354,0.00577472703683613,0.00312844487515589,0.00164409075532877,0.000835613315359367,0.000409044317213818,0.00019185488686524
